Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Order Status,Shipment Status,Ship Date,Shipping Option,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Amazon.ca,701-6698883-0222650,2023-10-24T00:53:34Z,Not Applicable,CAD,20.29,2.64,0,0,22.93,53.28,6.93,B09ZLSQ1VQ,New,1,Closed,Shipped,2023-10-24T05:55:14Z,next-ca,AMZN_CA(TBC847953128009),"Lids Blank Basic Foam Trucker Adjustable Snapback Hat, White/Neon Orange, One Size",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6698883-0222650,2023-10-24T00:53:34Z,Not Applicable,CAD,10,1.3,0,0,11.3,113.96,14.82,B001T8QHTA,New,1,Closed,Shipped,2023-10-24T05:00:59Z,next-ca,AMZN_CA(TBC847965351009),"L'eggs Women's Leggswear Silky Tights, Black, Small",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6698883-0222650,2023-10-24T00:53:34Z,Not Applicable,CAD,32.99,4.29,0,0,37.28,53.28,6.93,B07KK8X2N2,New,1,Closed,Shipped,2023-10-24T05:55:14Z,next-ca,AMZN_CA(TBC847953128009),Ocamo Kids Children Leather Toolkit Tool Pouch Pockets with Adjustable Belt,Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-7690974-9585828,2023-10-24T00:53:34Z,Not Applicable,CAD,17.69,2.3,0,0,19.99,17.69,2.3,B01K5WP0Z2,New,1,Closed,Shipped,2023-10-24T04:20:57Z,second-ca,AMZN_CA(TBC847933379009),"SOFFE Mens Baseball Jersey T-Shirt, White/Kelly, XX-Large",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6698883-0222650,2023-10-24T00:53:34Z,Not Applicable,CAD,37.99,4.94,0,0,42.93,113.96,14.82,B07Q1KS3Y6,New,1,Closed,Shipped,2023-10-24T05:00:59Z,next-ca,AMZN_CA(TBC847965351009),"Saukiee Men's Casual Lapel Denim Vest Jacket Vintage Slim Fit Sleeveless Ripped Jeans Vests, Light Blue, Medium",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6698883-0222650,2023-10-24T00:53:34Z,Not Applicable,CAD,32.99,4.29,0,0,37.28,113.96,14.82,B07SYPVDFD,New,1,Closed,Shipped,2023-10-24T05:00:59Z,next-ca,AMZN_CA(TBC847965351009),wirarpa Women's High Waisted Cotton Briefs Ladies Underwear Comfortable Panties 5 Pack White Large,Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6698883-0222650,2023-10-24T00:53:34Z,Not Applicable,CAD,12.18,1.58,0,0,13.76,51.17,6.65,B00C0Z11G0,New,1,Closed,Shipped,2023-10-24T06:24:08Z,next-ca,AMZN_CA(TBC848037262009),"G & F 5013L JustForKids Kids Genuine Leather Work Gloves, Kids Garden Gloves, 7-9 Years Old",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6698883-0222650,2023-10-24T00:53:34Z,Not Applicable,CAD,9.99,1.3,0,0,11.29,113.96,14.82,B08M69FZLS,New,1,Closed,Shipped,2023-10-24T05:00:59Z,next-ca,AMZN_CA(TBC847965351009),"Heat Erasable Pens ，4 Pieces Fabric Marking Pens with 20 Refills for Quilting Sewing, Dressmaking, Fabrics, Tailors Sewing Fabrics,Tailor's Chalk Pencils Chalks Pen",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6698883-0222650,2023-10-24T00:53:34Z,Not Applicable,CAD,22.99,2.99,0,0,25.98,113.96,14.82,B0CGDQWL4L,New,1,Closed,Shipped,2023-10-24T05:00:59Z,next-ca,AMZN_CA(TBC847965351009),Ken Costume Headband Lightning Patterns for Men's Kids Movie Cosplay Halloween Party,Not Available,Not Available,Not Available,Authenticity_2D=AZ:RMPXP934Z8E5DDIIQPDC436QSY
Amazon.ca,701-3548917-2920209,2023-10-23T23:05:03Z,Not Applicable,CAD,37.72,4.9,0,0,42.62,63.86,8.3,B07RW4CHC3,New,1,Closed,Shipped,2023-10-24T04:59:43Z,next-ca,AMZN_CA(TBC847900174009),DRMTLGY Anti-Aging Tinted Moisturizer with SPF 46. Universal Tint. All-In-One Face Sunscreen and Foundation 1.7 oz,Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-3548917-2920209,2023-10-23T23:05:03Z,Not Applicable,CAD,26.14,3.4,0,0,29.54,63.86,8.3,B07T24XSPL,New,1,Closed,Shipped,2023-10-24T04:59:43Z,next-ca,AMZN_CA(TBC847900174009),"Mighty Patch Invisible+ - Ultra Thin Invisible Hydrocolloid Patch Spot Treatment (39 count) for Face and Day, Vegan, Cruelty-Free",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-3542118-4829840,2023-10-16T01:19:49Z,Not Applicable,CAD,52.99,6.89,0,0,59.88,52.99,6.89,B09B9JDLYT,New,1,Closed,Shipped,2023-10-16T17:32:31Z,second-ca,AMZN_CA(TBC840195270009),"Dream Pairs Women?s Combat Boots Lace up Mid Calf Boots Low Heel Chunky Platform Lug Sole Boots, White, 7",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-5400452-0903432,2023-10-14T18:17:24Z,Not Applicable,CAD,68.49,8.9,0,0,77.39,68.49,8.9,B08LQPKD3T,New,1,Closed,Shipped,2023-10-15T01:18:31Z,next-ca,AMZN_CA(TBC838409128009),"LAZARITE M Pen Grey, Active Stylus for Lenovo Flex 5/14, Yoga 7i/9i, Hp Envy x360/Pavilion x360/Spectre x360, Digital Pen with 4096 Pressure Sensitivity, Palm Rejection, Tilt Support",Not Available,Not Available,Not Available,Authenticity_2D=AZ:9KBBWE6O68E88FD8ASJQBG6DJI
Amazon.ca,701-8781982-0954640,2023-10-14T18:17:24Z,Not Applicable,CAD,5.99,0,0,0,5.99,5.99,0,B07HXPVZXM,New,1,Closed,Shipped,2023-10-14T23:08:28Z,Exp CA D2D Dom,Email(fa09cee4612a47c89c3ef2bf191ef7d5),Asurion 2 Year PC Peripheral Protection Plan ($50 - $74.99),Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-2483385-1254657,2023-10-14T08:42:38Z,Not Applicable,CAD,31.95,4.15,0,0,36.1,31.95,4.15,B08CHZPRRB,New,1,Closed,Shipped,2023-10-14T17:25:27Z,same-ca,AMZN_CA(TBC838032721009),"La Roche-Posay Mattifying Face Sunscreen, Anthelios Dry Touch Sunscreen Broad Spectrum SPF 60 with Silica & Perlite, Oil Free, Non Greasy, Oxybenzone Free, Paraben Free, 50mL",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-0570959-5630611,2023-10-14T08:35:13Z,Not Applicable,CAD,6.99,1.05,0,0,8.04,36.98,5.54,B09YS2DN2H,New,1,Closed,Shipped,2023-10-14T18:48:20Z,next-ca,AMZN_CA(TBC838199270009),"KITKAT Halloween Chocolate Bars, 25 bars, 312g",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-0570959-5630611,2023-10-14T08:35:13Z,Not Applicable,CAD,29.99,4.49,0,0,34.48,36.98,5.54,B08NV3KZ7V,New,1,Closed,Shipped,2023-10-14T18:48:20Z,next-ca,AMZN_CA(TBC838199270009),"TOPZEA 6 Pack Mason Jars Mugs, 16 oz Glass Skull Mason Drinking Mugs Tumbler Cup with Straws Old Fashioned Jar Drinking Glasses Heavy Base for Beverage, Brandy, Liquor, Jello",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6025103-0940218,2023-10-14T08:28:44Z,Not Applicable,CAD,30.99,4.03,0,0,35.02,30.99,4.03,B074CQDWYY,New,1,Closed,Shipped,2023-10-15T06:25:19Z,next-ca,AMZN_CA(TBC838163055009),"Rose & Sandalwood Scented Candle for Men & Women, Strong Scented Candles for Home Scented | Rose Candle 8 oz 45 Hour Burn, All Natural Soy Candles, Aromatherapy Valentines Day Candles Gifts",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6025103-0940218,2023-10-14T08:28:44Z,Not Applicable,CAD,18.72,2.43,0,0,21.15,18.72,2.43,B079NNJ1DM,New,1,Closed,Shipped,2023-10-14T17:25:23Z,next-ca,AMZN_CA(TBC838032721009),"METHOD Men'S Body Wash Cedar + Cypress, 532ml",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-8882006-8130664,2023-10-14T08:22:03Z,Not Applicable,CAD,20.95,2.72,0,0,23.67,20.95,2.72,B00J2L71GY,New,1,Closed,Shipped,2023-10-15T06:25:14Z,next-ca,AMZN_CA(TBC838163055009),"Lysol Disinfecting Surface Wipes, Spring Waterfall, 80 Wipes, Disinfectant, Cleaning, Sanitizing",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6483408-9045012,2023-10-14T08:22:03Z,Not Applicable,CAD,26.99,0,0,0,26.99,26.99,0,B000VYP4EW,New,1,Closed,Shipped,2023-10-14T17:25:33Z,same-ca,AMZN_CA(TBC838032721009),"David Rio Tiger Spice Chai,14 Ounce",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-5505744-7524229,2023-10-14T08:22:03Z,Not Applicable,CAD,37.86,4.92,0,0,42.78,37.86,4.92,B0B3JTCCG9,New,1,Closed,Shipped,2023-10-16T09:02:40Z,second-ca,AMZN_CA(TBC838933376009),"Owala Star Wars FreeSip Insulated Stainless Steel Water Bottle with Straw for Sports and Travel, BPA-Free, 24-Ounce, Stronger Than You Think",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-3163807-0485809,2023-10-04T20:47:30Z,Not Applicable,CAD,9.99,1.3,0,0,11.29,56.5,6.37,B0BZ9YWN35,New,1,Closed,Shipped,2023-10-05T02:19:28Z,next-ca,AMZN_CA(TBC827905047009),"Gorilla Super Glue Gel, Fast-Setting, Thicker Controlled Formula, Anti-Clog Cap, Versatile Cyanoacrylate Glue, Clear, 0.53oz/15g, (Pack of 1), 112441",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-3163807-0485809,2023-10-04T20:47:30Z,Not Applicable,CAD,28.99,3.77,0,0,32.76,56.5,6.37,B0BSQYPF5P,New,1,Closed,Shipped,2023-10-05T02:19:28Z,next-ca,AMZN_CA(TBC827905047009),"Folkulture 100% Pure Essential Oils Blend for Diffusers for Home, Set of 6 Aromatherapy Oils, Diffuser Oil or Fragrance Oil - Eucalyptus, Jasmine, Orange, Lavender, Rosemary, Peppermint (Sleep)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-3163807-0485809,2023-10-04T20:47:30Z,Not Applicable,CAD,7.56,0,0,0,7.56,56.5,6.37,B00HVVTWH8,New,1,Closed,Shipped,2023-10-05T02:19:28Z,next-ca,AMZN_CA(TBC827905047009),"Billy Bee, Pure Natural Honey, Liquid White, Squeeze, 250g",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-3163807-0485809,2023-10-04T20:47:30Z,Not Applicable,CAD,4.98,0.65,0,0,11.26,56.5,6.37,B00HQXVG0M,New,2,Closed,Shipped,2023-10-05T02:19:28Z,next-ca,AMZN_CA(TBC827905047009),"5 Cobalt Cooling Peppermint, 3-Pack",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-2542192-2580254,2023-10-04T20:46:35Z,Not Applicable,CAD,12.99,1.69,0,0,14.68,44.97,5.85,B09NNCW1YZ,New,1,Closed,Shipped,2023-10-05T06:42:35Z,next-ca,AMZN_CA(TBC828182534009),"Artificial Rose Stem Leaves, 10 PCS Leaves Craft Flower Wire Handmade Floral Arrangement Wire Faux Rose Stems Green Leaves Stem for DIY Artificial Flowers Fake Best Stem Leaf (Length 32cm)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-2542192-2580254,2023-10-04T20:46:35Z,Not Applicable,CAD,9.99,1.3,0,0,11.29,44.97,5.85,B003M5BT96,New,1,Closed,Shipped,2023-10-05T06:42:35Z,next-ca,AMZN_CA(TBC828182534009),"FERRERO ROCHER® Fine Hazelnut Chocolate Gift Box, 16 Individually Wrapped Chocolates, 200g",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-2542192-2580254,2023-10-04T20:46:35Z,Not Applicable,CAD,21.99,2.86,0,0,24.85,44.97,5.85,B088BLG7JM,New,1,Closed,Shipped,2023-10-05T06:42:35Z,next-ca,AMZN_CA(TBC828182534009),"Rose & Sandalwood Scented Candle for Men & Women, Strong Scented Candles for Home Scented | Rose Candle 6 oz 35 Hour, Soy Candles, Aromatherapy Valentines Day Candles Gifts for Women",Not Available,Not Available,Not Available,Authenticity_2D=AZ:O5KNOE6B55F4XJPPDH59JT5ATM
Amazon.ca,701-2542192-2580254,2023-10-04T20:46:35Z,Not Applicable,CAD,15.99,2.08,0,0,18.07,15.99,2.08,B001ET78VK,New,1,Closed,Shipped,2023-10-05T02:19:31Z,next-ca,AMZN_CA(TBC827905047009),"Sun Bum original spf 50 Sunscreen Face Lotion | Vegan and Reef friendly (Octinoxate & Oxybenzone Free) Broad Spectrum Fragrance-Free Moisturizing Uva/uvb Sunscreen with Vitamin E |3 Oz, 3 ounces",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-2924239-8151402,2023-10-04T04:24:48Z,Not Applicable,CAD,39.99,5.2,0,0,45.19,39.99,5.2,B0BDLW3GZD,New,1,Closed,Shipped,2023-10-04T09:43:48Z,next-ca,AMZN_CA(TBC827381558009),10 inch Plant Pots Indoor 2 Pack Flower Pots for Indoor Plants Pots Planters for Indoor Plants with Drainage Holes and Saucers Pots for Plants Flower Pot for Indoor Outdoor Garden Planters(White),Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-5365694-8600228,2023-10-04T04:10:25Z,Not Applicable,CAD,13.99,1.82,0,0,15.81,124.89,16.25,B09DTKDK8B,New,1,Closed,Shipped,2023-10-05T03:10:41Z,next-ca,AMZN_CA(TBC827989127009),"Keedolla Fish Tank Rocks Beads Aquarium 0.93LB, Clear Glass Pebbles Stones Gravel for Vases Fillers, Garden, Aquarium, Betta Fish Turtle Tank, Succulent Plants Decor - Sea Blue",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-5365694-8600228,2023-10-04T04:10:25Z,Not Applicable,CAD,29.97,3.9,0,0,101.61,124.89,16.25,B09YCLPZ82,New,3,Closed,Shipped,2023-10-05T03:10:41Z,next-ca,AMZN_CA(TBC827989127009),"Adjustable Plant Stand Indoor Outdoor Plant Holder - Between 9"" & 14"" - Height 18.30"" - Plant Stand Heavy Duty, Flower Holder Gold",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-5365694-8600228,2023-10-04T04:10:25Z,Not Applicable,CAD,20.99,2.73,0,0,23.72,124.89,16.25,B0B317MCH6,New,1,Closed,Shipped,2023-10-05T03:10:41Z,next-ca,AMZN_CA(TBC827989127009),"RIFNY 1.5 LB Green Aventurine Crystal Chips Stones,0.3"" Irregular Shaped Polished Rocks for Vase Filler Air Plant Flower Pots Succulents Cactus and Aquarium Fish Tank Landscape Bottom Decoration Brand: RIFNY No reviews",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6174932-4847453,2023-10-03T03:56:04Z,Not Applicable,CAD,19.99,2.6,0,0,22.59,87.01,11.32,B01DUA9OYY,New,1,Closed,Shipped,2023-10-03T18:22:58Z,second-ca,AMZN_CA(TBC826495522009),IMEEA Salad Servers Salad Tongs 18/10 Stainless Steel Salad Serving Utensils 10-Inch,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6174932-4847453,2023-10-03T03:56:04Z,Not Applicable,CAD,30.99,4.03,0,0,35.02,87.01,11.32,B09CQBKXBZ,New,1,Closed,Shipped,2023-10-03T18:22:58Z,second-ca,AMZN_CA(TBC826495522009),"PVC Clear Plastic Tablecloth Protector, Vinyl Waterproof Tablecloth Cover Table-Top Transparent Table Clothes for Rectangle Tables/Wood Furniture (Lace Boho, 59x120inch)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-9019921-2835437,2023-10-03T03:56:04Z,Not Applicable,CAD,15.99,2.08,0,0,18.07,15.99,2.08,B0992D91GV,New,1,Closed,Shipped,2023-10-03T08:10:57Z,next-ca,PUROLATOR(MWB006573238),"Berglander Wedding Cake Knife and Server Set, Stainless Steel Cake Cutting Set for Wedding Include Cake Cutter and Cake Server Perfect for Wedding, Birthday, Parties and Events",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6174932-4847453,2023-10-03T03:56:04Z,Not Applicable,CAD,12.04,1.57,0,0,13.61,87.01,11.32,B08VHBG61S,New,1,Closed,Shipped,2023-10-03T18:22:58Z,second-ca,AMZN_CA(TBC826495522009),"100PCS Nitrile Disposable Gloves , Latex Free Powder Free Glove ,Ship From Canada (Medium)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6174932-4847453,2023-10-03T03:56:04Z,Not Applicable,CAD,23.99,3.12,0,0,27.11,87.01,11.32,B0BGRZFYWB,New,1,Closed,Shipped,2023-10-03T18:22:58Z,second-ca,AMZN_CA(TBC826495522009),Kitchen Aprons (Stripes),Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-5958699-8475444,2023-09-28T17:46:57Z,Not Applicable,CAD,27.99,0,0,0,27.99,27.99,0,B00HES7572,New,1,Closed,Shipped,2023-09-29T07:44:34Z,next-ca,AMZN_CA(TBC822628427009),"Organic Maca Powder 1lb (16 oz) Gelatinized Maca Powder for Easier Digestion, Certified Gluten Free, Organic & Non-GMO",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-5958699-8475444,2023-09-28T17:46:57Z,Not Applicable,CAD,12.98,1.69,0,0,14.67,90.86,11.82,B00EZ0QJV0,New,1,Closed,Shipped,2023-09-29T01:36:06Z,next-ca,AMZN_CA(TBC822239339009),"Command Clear Hooks Value Pack, Medium, 6 Hooks 12 Medium Strips",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-5958699-8475444,2023-09-28T17:46:57Z,Not Applicable,CAD,17.97,2.34,0,0,40.62,90.86,11.82,B00HHXWW4U,New,2,Closed,Shipped,2023-09-29T01:36:06Z,next-ca,AMZN_CA(TBC822239339009),"Contact Lens Solution by Biotrue, Multi-Purpose Solution for Soft Contact Lenses, 300mL (Pack of 2)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-5958699-8475444,2023-09-28T17:46:57Z,Not Applicable,CAD,21.95,2.85,0,0,24.8,90.86,11.82,B01INKVVRO,New,1,Closed,Shipped,2023-09-29T01:36:06Z,next-ca,AMZN_CA(TBC822239339009),Magnesium Bisglycinate - Highest Absorption - Premium Grade - No Fillers - Non Buffered - 90 Veg Caps - 500mg Magnesium Bisglycinate per cap (50mg Elemental Magnesium),Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-5958699-8475444,2023-09-28T17:46:57Z,Not Applicable,CAD,19.99,2.6,0,0,22.59,90.86,11.82,B0B94YDFQB,New,1,Closed,Shipped,2023-09-29T01:36:06Z,next-ca,AMZN_CA(TBC822239339009),Vitamin K2 + D3 Highest Potency 120MCG/1000 IU - 120 Capsules - Helps Maintain Bone & Teeth Health - Formulated With MK-7 For Best Results - Immune System Support - Made In Canada,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-9785095-6741821,2023-09-27T03:55:42Z,Not Applicable,CAD,27.04,1.35,0,0,28.39,47.93,4.07,B0CFZ9ZR1D,New,1,Closed,Shipped,2023-09-28T03:59:57Z,second-ca,AMZN_CA(TBC821555947009),"PMP Exam Prep 2023-2024 Simplified: Unlock the Secrets to Acing the PMP Exam with this Up-to-date Guide, packed with 200+ Practice, Latest Mock Exams and Answer Keys & Tips to Score a 99.9% Pass Rate",Not Available,Not Available,Not Available,Authenticity_2D=010979885828840421JGQNAT5TZFDFFKJRBZOK
Amazon.ca,702-9785095-6741821,2023-09-27T03:55:42Z,Not Applicable,CAD,20.89,2.72,0,0,23.61,47.93,4.07,B00NFUPKIE,New,1,Closed,Shipped,2023-09-28T03:59:57Z,second-ca,AMZN_CA(TBC821555947009),"Softsheen Carson Wave Nouveau Coiffure Finishing Mist, 16.89 Ounce by Softsheen Carson",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-0797980-3064229,2023-09-25T19:15:38Z,Not Applicable,CAD,12.8,1.66,0,0,14.46,57.8,7.51,B075QDRJWZ,New,1,Closed,Shipped,2023-09-26T04:55:22Z,next-ca,AMZN_CA(TBC819560304009),"Faber-Castell Reusable & Removable Adhesive Putty, Poster & Multipurpose White Tacky Putty, Wall Safe Sticky tack - 120 Pieces",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-0797980-3064229,2023-09-25T19:15:38Z,Not Applicable,CAD,45,5.85,0,0,50.85,57.8,7.51,B00949CTQQ,New,1,Closed,Shipped,2023-09-26T04:55:22Z,next-ca,AMZN_CA(TBC819560304009),"Paulas Choice-SKIN PERFECTING 2% BHA Liquid Salicylic Acid Exfoliant-Facial Exfoliant for Enlarged Pores, Wrinkles & Fine Lines, 118mL Bottle",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-1544873-8280247,2023-09-25T18:57:56Z,Not Applicable,CAD,31.95,4.15,0,0,36.1,31.95,4.15,B08BMV5VDL,New,1,Closed,Shipped,2023-09-26T00:25:28Z,second-ca,AMZN_CA(TBC819404293009),"La Roche-Posay Sunscreen Lotion, Anthelios Ultra Fluid Face Sunscreen SPF 50+ Broad Spectrum, Non Greasy, Lightweight, Non-Comedogenic, Water Resistant, Fragrance Free, 50 ML",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-1544873-8280247,2023-09-25T18:57:56Z,Not Applicable,CAD,14.99,1.95,0,0,16.94,14.99,1.95,B093QDDMFG,New,1,Closed,Shipped,2023-09-26T04:42:18Z,second-ca,AMZN_CA(TBC819516739009),"1 Piece 5.6"" Colorful Ceramic Mini Clawfoot Bathtub Soap Dish Decortative Soap Dish Small Planter Makeup Organizer Container Hamster Bathtub(Green)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-8267451-2977039,2023-09-25T18:57:56Z,Not Applicable,CAD,16.97,2.21,0,0,19.18,16.97,2.21,B00INOM4X6,New,1,Closed,Shipped,2023-09-26T04:55:28Z,next-ca,AMZN_CA(TBC819560304009),"WaterWipes Plastic-Free Original Baby Wipes, 99.9% Water Based Wipes, Unscented & Hypoallergenic for Sensitive Skin, 240 Count (4 packs), Packaging May Vary",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6384899-8259404,2023-09-23T04:30:15Z,Not Applicable,CAD,42.3,5.5,0,0,47.8,107.18,13.94,B007GCGTPU,New,1,Closed,Shipped,2023-09-23T18:00:00Z,next-ca,AMZN_CA(TBC817320896009),"Tetra Aquarium Kit, 1 Gallon Hexagon Shaped Fish Tank, Includes LED Colour Changing Bubbling Effect",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6384899-8259404,2023-09-23T04:30:15Z,Not Applicable,CAD,16.9,2.2,0,0,19.1,107.18,13.94,B09FK1Z822,New,1,Closed,Shipped,2023-09-23T18:00:00Z,next-ca,AMZN_CA(TBC817320896009),"Women Shower Slides Men Sandals Non-Slip Bathroom Slippers Lightweight Thickened Pillow Slides Open-toe Quick Drying Extra Thick Sandals Soft Comfortable EVA Platform Slides Indoor Outdoor Beach Unisex (Pink, numeric_8)",Not Available,Not Available,Not Available,Authenticity_2D=AZ:P58BCFZMP8ECRETI18ND8AI6RA
Amazon.ca,702-6384899-8259404,2023-09-23T04:30:15Z,Not Applicable,CAD,29.99,3.9,0,0,33.89,29.99,3.9,B0BZR971BN,New,1,Closed,Shipped,2023-09-23T21:18:44Z,next-ca,AMZN_CA(TBC817323222009),"Photo Album 4x6 600 Pockets, Extra Large Capacity Anniversary Family Photo Album, Picture Albums Holds 600 Horizontal and Vertical Photos Can Make An Album As A Gift To Lover Friends Kids",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6384899-8259404,2023-09-23T04:30:15Z,Not Applicable,CAD,39.99,5.2,0,0,45.19,107.18,13.94,B00CORKJIU,New,1,Closed,Shipped,2023-09-23T18:00:00Z,next-ca,AMZN_CA(TBC817320896009),CanPrev Meno-Prev + Mood & Memory | 120 v-caps | Relieves Hot Flashes Night Sweats | Mood & Memory,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6384899-8259404,2023-09-23T04:30:15Z,Not Applicable,CAD,7.99,1.04,0,0,9.03,107.18,13.94,B0052Z82WQ,New,1,Closed,Shipped,2023-09-23T18:00:00Z,next-ca,AMZN_CA(TBC817320896009),Rimmel London - Professional Eyebrow Pencil,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-1677824-0000241,2023-09-23T04:30:15Z,Not Applicable,CAD,22.49,0,0,0,0,Not Available,Not Available,B091317HKK,New,0,Cancelled,Not Available,Not Available,Std CA D2D Dom,Not Available,"5 LB Decorative Glass Gems Flat Marbles for Indoor Outdoor,Aquarium Fish Tank Pebble Rocks Mixed Green,Blue,Orange,Vase Fillers,Crafts,Room Decoration Coffee Table,Plants Top Cover,Fountain",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-0969166-3280225,2023-09-11T19:36:48Z,Not Applicable,CAD,11.49,1.49,0,0,12.98,64.28,8.35,B003VSKCDI,New,1,Closed,Shipped,2023-09-12T06:22:49Z,next-ca,AMZN_CA(TBC806918828009),"Finish Jet Dry Dishwasher Rinse Aid for Shinier and Dryer dishes, Spot prevention, 621 ml",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-8821366-7088218,2023-09-11T19:36:48Z,Not Applicable,CAD,67.51,8.78,0,0,76.29,67.51,8.78,B00WSWGVZQ,New,1,Closed,Shipped,2023-09-12T02:42:02Z,second-ca,AMZN_CA(TBC806651484009),"O-Cedar EasyWring Microfiber Spin Mop, Bucket Floor Cleaning System, Red, Gray",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-0969166-3280225,2023-09-11T19:36:48Z,Not Applicable,CAD,19.99,2.6,0,0,22.59,64.28,8.35,B086MH4RV1,New,1,Closed,Shipped,2023-09-12T06:22:49Z,next-ca,AMZN_CA(TBC806918828009),Dettol Hygiene Bar Soap for Sensitive Skin (Trusted Germ Protection) 5X105g,Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-0969166-3280225,2023-09-11T19:36:48Z,Not Applicable,CAD,32.8,4.26,0,0,37.06,64.28,8.35,B001UE60E0,New,1,Closed,Shipped,2023-09-12T06:22:49Z,next-ca,AMZN_CA(TBC806918828009),"DHC Deep Cleansing Oil, Facial Cleansing Oil, Makeup Remover, Cleanses without Clogging Pores, Residue-Free, Fragrance and Colorant Free, All Skin Types, 6.7 fl. oz.",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6098414-3481825,2023-09-11T19:19:58Z,Not Applicable,CAD,15,1.95,0,0,16.95,15,1.95,B0BP9DQGMV,New,1,Closed,Shipped,2023-09-12T06:11:48Z,next-ca,AMZN_CA(TBC806713230009),Farmacy Whipped Greens Cleanser,Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-8659257-8515420,2023-09-11T19:19:58Z,Not Applicable,CAD,6.49,0.84,0,0,7.33,20.98,2.72,B08PMSV4BK,New,1,Closed,Shipped,2023-09-12T06:20:11Z,second-ca,AMZN_CA(TBC806830578009),"Dial Antibacterial Liquid Hand Soap Refill, Spring Water, 1.53L, Blue",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-6098414-3481825,2023-09-11T19:19:58Z,Not Applicable,CAD,17.99,0,0,0,17.99,17.99,0,B09P8B6XKW,New,1,Closed,Shipped,2023-09-12T06:22:54Z,next-ca,AMZN_CA(TBC806918828009),TEARELAE - Mullein Tea Bags For Lungs - 2.65 oz/75g (3g X 25 Bags) - 100% Pure Natural Premium Chinese Mullein Leaf Tea - Non-GMO - Caffeine-free - Good For Respiratory System,Not Available,Not Available,Not Available,Not Available
